gene,objective,cycling_constraint
Fbxo30,0.17029572,1
Cryba4,0.17016053,1
Casp3,0.17015854,1
Ccdc88c,0.17015687,1
Lin7b,0.17012875,1
Alg10b,0.17012778,1
Gm15533,0.17012496,1
Otud5,0.17011905,1
4933407K13Rik,0.17009126,1
Pgrmc2,0.17008704,1
Gm17484,0.17007698,1
Sh3glb2,0.17004278,1
4931406P16Rik,0.17001677,1
Sesn1,0.16999649,1
Ndst1,0.16999264,1
Ost4,0.16998759,1
Ccdc71l,0.16998735,1
Ralyl,0.1699798,1
Timm13,0.16997007,1
Lrrk2,0.16995123,1
Qars,0.16990192,1
Klhl28,0.16990146,1
Abhd15,0.16987824,1
Gdi1,0.16987766,1
Atp8b2,0.16987145,1
Pam,0.1698558,1
Eif5a,0.1698358,1
Tmem50b,0.1698318,1
Swi5,0.16978246,1
Meis3,0.16977236,1
D930028M14Rik,0.16976252,1
Ccdc58,0.16975562,1
Ubqln2,0.16971774,1
Grtp1,0.16970152,1
Gjc2,0.16968842,1
Mta1,0.1696673,1
Zfand4,0.16966122,1
Hspb1,0.16961853,1
Gatad1,0.16959988,1
Epor,0.16954768,1
Atf6,0.1695465,1
Mcub,0.16954505,1
Bok,0.16952448,1
Gm10814,0.16949709,1
Tpst2,0.16949533,1
Gm47389,0.16946335,1
Zfp59,0.16940194,1
Srek1ip1,0.16937488,1
Mrpl46,0.16936308,1
Dst,0.16932677,1
Ank3,0.16931513,1
Snrpd3,0.16926268,1
Nsmaf,0.16926244,1
Tmem88,0.16925928,1
Klhdc1,0.16925539,1
Il18,0.16924597,1
Gm15471,0.16922434,1
Jak3,0.16918506,1
Banp,0.16917981,1
Zfp729a,0.16916777,1
Fam81a,0.1691666,1
Tusc2,0.16915444,1
Pla2g6,0.16913518,1
Fads6,0.16912335,1
Zfp961,0.16905898,1
Narf,0.16904958,1
Clec16a,0.16904399,1
B930036N10Rik,0.16903302,1
Rgs1,0.16898154,1
Lrrc32,0.16897328,1
Bmp7,0.16895835,1
Ppox,0.16895579,1
Vcpip1,0.16888382,1
Muc20,0.16887604,1
Rsph4a,0.16886616,1
Mrps31,0.16884151,1
Lcmt1,0.16882974,1
Tle5,0.16878554,1
Stk40,0.16875878,1
Gbp3,0.16875842,1
Trmu,0.16875453,1
Ndrg1,0.16874252,1
Prx,0.16872977,1
Hspe1,0.16872065,1
Gm49735,0.16870965,1
Atp6v1a,0.16867435,1
Tmem163,0.16865407,1
Lgi4,0.16864401,1
Kptn,0.16856658,1
Rab22a,0.1685504,1
Srrm1,0.16850759,1
Gm33332,0.16850112,1
Nucb2,0.16845581,1
Cx3cr1,0.16842774,1
Casp4,0.16842318,1
Dcdc2c,0.16842091,1
Npm3,0.16841006,1
Rras2,0.16839494,1
Commd1,0.16838387,1
Tagap,0.16836739,1
Gm45309,0.1683326,1
Runx2,0.16832449,1
Cetn3,0.16829985,1
Cyp20a1,0.16827446,1
Tnfrsf23,0.16820715,1
Slc10a7,0.1681936,1
Zfp809,0.16814113,1
Phf21b,0.16810732,1
Tor1aip1,0.16810237,1
Tle6,0.16809678,1
Acoxl,0.16807431,1
Onecut3,0.16807236,1
Rbm12b1,0.16804996,1
Cntn1,0.16803685,1
Gem,0.16799574,1
Rasl11b,0.16794738,1
Lbr,0.1679391,1
Rae1,0.16792673,1
Pilrb1,0.16791318,1
Zfp62,0.16781712,1
Gm42109,0.16779745,1
Gm12932,0.16779207,1
Maged2,0.16777617,1
Larp4b,0.16774945,1
Glmn,0.16771117,1
2810408A11Rik,0.16770947,1
E230016K23Rik,0.16769403,1
Mrpl53,0.16768745,1
Plcl1,0.16768153,1
Otop1,0.1676519,1
Morc3,0.16760913,1
Nle1,0.16754718,1
Poglut1,0.16754228,1
Ptpdc1,0.16752808,1
Hpse,0.16746429,1
Atp6v0e,0.16743761,1
Gm49521,0.16742773,1
Igtp,0.16742432,1
Trav16d-dv11,0.16739096,1
Tspan2os,0.1673809,1
Sympk,0.16738044,1
Znhit3,0.1673779,1
Trav8-1,0.16735145,1
Nlgn2,0.1673466,1
Tmem135,0.16731131,1
Xist,0.16728921,1
Kcng3,0.16727555,1
Tgfbr3l,0.16722661,1
Nebl,0.16721027,1
Tcrg-C1,0.16718173,1
3110070M22Rik,0.16716717,1
Zswim4,0.16715571,1
Shcbp1,0.16713628,1
Zfp629,0.16712338,1
Pvrig,0.16709937,1
Slc4a3,0.16704537,1
Pdp2,0.16704261,1
Gm42031,0.16699886,1
Atox1,0.16699035,1
Pyroxd1,0.16698973,1
Mrpl54,0.16698559,1
Acaa1a,0.16697362,1
Ppm1g,0.16697009,1
Gm39214,0.16694826,1
Yod1,0.16693732,1
Zfp560,0.16691995,1
5033406O09Rik,0.1669156,1
Xpo7,0.16691345,1
Btla,0.16689171,1
Trav17,0.16687259,1
Smim19,0.16684738,1
Ptgdr2,0.16683812,1
Dhx15,0.16683385,1
Ccdc32,0.16680299,1
Bag3,0.16679633,1
Med26,0.16678897,1
Sec24d,0.16678807,1
Myo10,0.1667369,1
Dnajc3,0.16673386,1
Gpd2,0.16672952,1
Penk,0.1667202,1
Cd302,0.16667828,1
Nf2,0.16667275,1
Crabp2,0.16666484,1
Mcts2,0.16664697,1
Plbd2,0.16663466,1
Faap100,0.16657382,1
Zfp622,0.16655438,1
Rftn2,0.166538,1
Map4k4,0.16653238,1
Psma4,0.16651176,1
Lancl1,0.1665101,1
Tmem123,0.16649552,1
Stimate,0.16648981,1
Tulp1,0.16648425,1
Dph1,0.16648057,1
Ptprj,0.16647074,1
Psmd5,0.16645266,1
Mvb12b,0.1664265,1
Zfp217,0.16641653,1
Ttc33,0.16641007,1
Pim1,0.16640387,1
Gldc,0.16639945,1
Elob,0.16638829,1
Nup43,0.16636805,1
Tns2,0.1663644,1
Fam168a,0.1663178,1
1700037C18Rik,0.166292,1
Tap1,0.16628504,1
Vstm2a,0.16625656,1
Gm2788,0.16625547,1
Bfsp2,0.16624525,1
Slc4a2,0.16622141,1
Nanos1,0.16621251,1
Nop58,0.16616668,1
Spata2l,0.16614746,1
Kat14,0.16613899,1
Abhd8,0.16613567,1
Trps1,0.16610861,1
Pla2g15,0.16606472,1
Slfn9,0.16604693,1
Ints6l,0.16603456,1
Plekhf2,0.16589999,1
Simc1,0.16586861,1
Mafk,0.1658506,1
Clybl,0.16584869,1
Nfkbie,0.16584246,1
Zfp866,0.16583948,1
Slfn1,0.16583632,1
Irf4,0.1658356,1
Rasgrf2,0.1658327,1
Tinagl1,0.16581509,1
Rasd2,0.16580491,1
Ormdl1,0.16580027,1
Gm12167,0.16579244,1
Efnb1,0.16577956,1
St8sia4,0.16575572,1
Pphln1,0.16574636,1
Lpar6,0.16574557,1
Tspan33,0.16572952,1
Eif1ad,0.16566242,1
Tmem191c,0.16565105,1
Isg20,0.16564745,1
Piga,0.16563411,1
2210011C24Rik,0.1656268,1
Gm48559,0.16561113,1
Amh,0.16559967,1
Ccl6,0.16558559,1
Frg1,0.16556238,1
Dnajc16,0.16555493,1
Smpdl3a,0.1655508,1
A930005H10Rik,0.16552085,1
Lrrc39,0.16549519,1
Etfb,0.16547245,1
Adat1,0.16546005,1
Izumo1r,0.16545786,1
Rbakdn,0.16543555,1
Gm43138,0.16543457,1
Gm48933,0.16542798,1
Gm26877,0.16534819,1
Gm28192,0.16528575,1
March6,0.1652707,1
Dnm1,0.16527039,1
2810403D21Rik,0.16524379,1
AW046200,0.16523683,1
Abca5,0.16521277,1
Tdrkh,0.16521224,1
Haspin,0.16520965,1
Gm15265,0.16520834,1
Ccdc89,0.16519985,1
Hps6,0.16518125,1
Slc2a8,0.16515495,1
Ddhd2,0.16506341,1
E4f1,0.16505647,1
Smarcb1,0.16505477,1
Gtf3c2,0.16503894,1
Prox2,0.16498813,1
Smoc1,0.1649586,1
Trim68,0.16492063,1
Gm48693,0.16490915,1
Fbxl15,0.16489875,1
Tpcn1,0.16489324,1
4930432B10Rik,0.164892,1
Ifi204,0.16489047,1
Nat8f4,0.16487467,1
Fkbpl,0.16484109,1
Cdk9,0.16481218,1
1700123M08Rik,0.16480139,1
Fam185a,0.16470881,1
Zfp786,0.16469915,1
Abcc5,0.16468899,1
Itprid2,0.16466144,1
Zfp937,0.1646604,1
Slc25a20,0.16465151,1
Gcnt2,0.16465046,1
Alg3,0.1646396,1
Kdm6b,0.16460773,1
Inka1,0.16454948,1
Gm17259,0.16454692,1
Phkb,0.16447152,1
Gbp7,0.16444562,1
Mtch2,0.16442792,1
Dcaf11,0.1644237,1
Top1,0.164397,1
Ntan1,0.16438848,1
Gm15886,0.16437092,1
Tbc1d1,0.16435462,1
Tacc2,0.16435239,1
Mir670hg,0.16434352,1
Bcl2a1c,0.16431034,1
Eif4a3,0.16429596,1
Rab7b,0.1642777,1
D16Ertd472e,0.16424458,1
Prkab2,0.16423202,1
Lrrn4,0.1642008,1
Firre,0.16418965,1
Trav5-1,0.1641805,1
Lsm2,0.16417316,1
Eaf2,0.16417243,1
Ythdc1,0.16412745,1
Stx4a,0.16409892,1
Pou3f1,0.16409883,1
As3mt,0.16409789,1
Zfp995,0.16409525,1
Snapc5,0.16409424,1
D730045B01Rik,0.1640765,1
Sgf29,0.16405441,1
Chaer1,0.16405371,1
Myh14,0.16403396,1
Cnrip1,0.16401513,1
Scml4,0.16396178,1
Ift80,0.16391823,1
Pafah1b2,0.16391715,1
Actr1a,0.16391312,1
Nenf,0.16390438,1
Smcr8,0.1638988,1
Gm27241,0.1638899,1
Rab26,0.16388854,1
March8,0.16388002,1
Gm26512,0.16387728,1
Acd,0.16386999,1
Tnfrsf26,0.16384482,1
Gm10603,0.16383956,1
Trim41,0.16380262,1
Tef,0.16371681,1
Gpr160,0.16369812,1
Pofut2,0.16368613,1
Galr3,0.16368538,1
Eci2,0.16365927,1
Cldn23,0.16365519,1
Vipas39,0.16364136,1
Carns1,0.16363014,1
Vil1,0.16359118,1
Ankdd1b,0.16357973,1
Timm17b,0.16355625,1
Sowahd,0.16353205,1
Ap5m1,0.16351442,1
Zfp703,0.16348322,1
Stbd1,0.16347577,1
Knl1,0.16345534,1
Gm14703,0.16340083,1
Tacc1,0.16339922,1
Sfxn2,0.16339281,1
Ybx3,0.16336791,1
Kcnk5,0.16334443,1
Gm30211,0.16333912,1
Zfand2b,0.16330993,1
Gm50335,0.16328014,1
1300017J02Rik,0.16325933,1
G630030J09Rik,0.16325504,1
Actn2,0.16322961,1
Ticam2,0.16320106,1
Enpp6,0.16318929,1
Gtpbp1,0.16318403,1
D430020J02Rik,0.16317514,1
Slc41a2,0.16313699,1
Gm30124,0.16313054,1
Slc25a14,0.16310865,1
Gm12840,0.16306935,1
Lrrc56,0.16305128,1
Mif4gd,0.1630131,1
Fam71e1,0.16301136,1
Rap1a,0.16294086,1
Cpa2,0.1629327,1
Gm37529,0.16290371,1
Napsa,0.16287924,1
Wscd1,0.16286486,1
2310040G24Rik,0.16286099,1
Msl3l2,0.16284439,1
Ptpn2,0.16283056,1
Dpy19l4,0.16281167,1
Atp5e,0.16277899,1
Gm26510,0.1627702,1
Zbtb4,0.16276523,1
Atp5g1,0.16275597,1
Rab23,0.16273004,1
Trappc4,0.16271095,1
Vps45,0.16268234,1
Lsm1,0.16266264,1
Bri3,0.16265488,1
Gm26566,0.1626545,1
Vkorc1l1,0.16263826,1
Wdr1,0.1625882,1
Pfkfb1,0.16258024,1
Cebpd,0.16255736,1
Setbp1,0.1625169,1
Cd82,0.16248949,1
Sp110,0.16244993,1
Ccn4,0.16244698,1
Zfp58,0.16244037,1
Sult2b1,0.16241947,1
Taf12,0.16239646,1
Trub1,0.16238202,1
Srr,0.16236681,1
Dck,0.1623638,1
Dok2,0.16229904,1
Txndc5,0.1622927,1
R3hdm2,0.16229258,1
Hyou1,0.16227421,1
Gm3448,0.16225407,1
Eif3l,0.16225295,1
Ovol2,0.16224232,1
Wnt2b,0.16219115,1
Man2c1os,0.16218045,1
Brap,0.16208313,1
Zfp92,0.16202642,1
C230024C17Rik,0.16200587,1
Plcxd1,0.16200548,1
Gm36371,0.1619657,1
Dleu7,0.16196127,1
Lss,0.16196057,1
Scai,0.16195464,1
Fra10ac1,0.16194543,1
Ash2l,0.1619397,1
Fmnl1,0.16190472,1
Plin2,0.16185488,1
Dedd,0.16179232,1
Kyat1,0.16179,1
Aoah,0.16178901,1
Capn7,0.1617631,1
Tubgcp2,0.16173975,1
Fbxl4,0.16173947,1
Polg,0.16170605,1
Fzd3,0.16170482,1
Iffo1,0.16170457,1
Eif5a2,0.16170041,1
Tbcb,0.1616976,1
Rilpl1,0.16169132,1
Cenpq,0.16166255,1
1700109H08Rik,0.16161701,1
Furin,0.16160873,1
Upk1a,0.1615919,1
Acer3,0.16151656,1
Hdhd3,0.16149709,1
Nmnat1,0.16149363,1
Tbc1d31,0.16149089,1
Ncbp2,0.16147515,1
Cfap45,0.16146666,1
Hikeshi,0.16145356,1
Dennd2c,0.16144478,1
Dhx34,0.16144378,1
Cmtr1,0.16144288,1
Drp2,0.1614366,1
6430562O15Rik,0.16141813,1
6430571L13Rik,0.16138336,1
Ccdc83,0.16138168,1
Ddx1,0.16136438,1
Rnf227,0.16135399,1
Yeats4,0.16133477,1
Cercam,0.16132404,1
Chadl,0.1613189,1
Plekhg2,0.16128367,1
Rnf123,0.16128202,1
Slc1a4,0.16124538,1
Lig4,0.1612022,1
Slc2a10,0.1611884,1
Rnf187,0.16117741,1
Dcun1d2,0.16116655,1
Ankrd54,0.16112153,1
Alg9,0.16111529,1
Sf3b6,0.16108103,1
Smim24,0.16106117,1
Thada,0.1610527,1
Mef2d,0.1610504,1
4930548H24Rik,0.16104692,1
Cramp1l,0.16104199,1
A730085K08Rik,0.16103902,1
Ano8,0.16102971,1
Fut11,0.16102181,1
Gm16310,0.16102009,1
Pqlc3,0.16101001,1
Dync2li1,0.16100402,1
Fbf1,0.1609914,1
Gna15,0.16098404,1
Chchd2,0.16098301,1
Htatip2,0.16097674,1
Rgcc,0.1609681,1
4930539E08Rik,0.16094571,1
Git1,0.16093837,1
Fkbp10,0.16091248,1
Adgrg5,0.16089754,1
Ibtk,0.16086452,1
P4ha1,0.16083837,1
Lsmem1,0.16083151,1
Lifr,0.16080877,1
Arhgap33,0.1608086,1
Degs1,0.16078714,1
Ncapd2,0.16075917,1
Gm10762,0.16072382,1
Rrp7a,0.16070864,1
Gm20319,0.1606992,1
Nsmce2,0.16066463,1
Flot2,0.16064613,1
Kctd11,0.1606342,1
Slc15a2,0.16061345,1
Crtam,0.16060811,1
Tmem9b,0.16060653,1
Wapl,0.16059238,1
Rhbdd3,0.16057369,1
Kbtbd3,0.16056336,1
Il12a,0.16053808,1
Rpap3,0.16052592,1
D330023K18Rik,0.16052155,1
Prrg2,0.16050161,1
Gm10244,0.16048522,1
Baz1a,0.16046323,1
Zbp1,0.16043735,1
Slc9a6,0.16038986,1
Patz1,0.16038612,1
Lypd6b,0.1603638,1
Fbxl12os,0.16035485,1
Gm15420,0.16034095,1
Ltb,0.16033831,1
Tmem245,0.1603369,1
Zfp85,0.1603314,1
Ago2,0.16031782,1
H13,0.16031714,1
1300002E11Rik,0.16030326,1
Slx1b,0.16026095,1
Armc9,0.16022114,1
Rsf1os2,0.160214,1
Zfp12,0.16016385,1
Rbm27,0.16015126,1
Mrpl50,0.16014703,1
Cd2,0.16013743,1
Nrros,0.1601187,1
Ppp2r5e,0.16005556,1
Gas7,0.16002534,1
Fut8,0.15999776,1
Qtrt1,0.15996978,1
Tcf7l2,0.15995942,1
Mvk,0.15995272,1
Rhno1,0.15995015,1
Ift81,0.1599307,1
Gm33728,0.15991728,1
Slamf7,0.15989557,1
D330050I16Rik,0.15989178,1
Fam110b,0.15985075,1
Samd3,0.1598495,1
Gm45311,0.1598419,1
Spty2d1,0.15983497,1
Kif1bp,0.15982473,1
Them4,0.15981,1
Tnfrsf8,0.1597515,1
Adora2b,0.15974776,1
4933406J09Rik,0.15974589,1
Efhb,0.15974344,1
C130046K22Rik,0.15973482,1
Mien1,0.15972653,1
Gm11802,0.15970115,1
Timeless,0.15968798,1
Zfp189,0.15968734,1
Tomm70a,0.15965642,1
Raly,0.159651,1
1110019B22Rik,0.15962824,1
Zfp52,0.15962031,1
Nemf,0.15960981,1
Gm49801,0.15959978,1
Map3k7,0.159587,1
Prune1,0.15958591,1
4933412E12Rik,0.15955855,1
Atf6b,0.15955143,1
Col18a1,0.15954618,1
Rabggta,0.1595116,1
Thap4,0.15948617,1
Trim66,0.15947132,1
Lin7c,0.15945646,1
Naa80,0.15942964,1
Hexb,0.1594273,1
Cnp,0.15941252,1
Agap1,0.15940319,1
C030034I22Rik,0.15939264,1
Prdx4,0.15935479,1
Tnni2,0.15932907,1
Tln2,0.15932055,1
Ccnb1ip1,0.1593014,1
Rack1,0.1592561,1
Larp4,0.15925205,1
Pnldc1,0.15922363,1
Gm17173,0.15917133,1
Rpn1,0.15917084,1
Ier2,0.1591598,1
C1ra,0.15915623,1
Ubap2l,0.15914798,1
Slc20a2,0.15912884,1
Rad51ap1,0.15912482,1
Asb13,0.15911557,1
Klrb1c,0.15911219,1
Hspa1a,0.15911195,1
Arhgap27os1,0.15910341,1
Kcnmb4os2,0.15910025,1
Gm26577,0.15907566,1
Gm43581,0.15896596,1
Dmxl2,0.15894969,1
Gm41821,0.15892176,1
H3f3aos,0.15890217,1
Mpc2,0.1588934,1
Ckap5,0.15889083,1
Tha1,0.1588708,1
Rhpn2,0.15885179,1
Gpalpp1,0.15884933,1
Phtf2,0.15883003,1
Rgs9bp,0.15876563,1
Gm13274,0.15876316,1
Tcrg-V6,0.158761,1
Pomt2,0.15874459,1
Zc3h7a,0.15873277,1
Pla2g4a,0.15872228,1
Sec11c,0.15870722,1
Capn1,0.15870515,1
Wdhd1,0.15870222,1
Rpf1,0.15869315,1
Gm21814,0.15868823,1
Gm11715,0.15866683,1
Ier3,0.15863487,1
Clec4e,0.15862274,1
Gm19261,0.15861654,1
Pigv,0.15856817,1
Slc31a2,0.15855394,1
1110004F10Rik,0.1585272,1
Fbxl19,0.15849182,1
Rps25,0.1584906,1
Parvg,0.15847856,1
Milr1,0.15846927,1
Ccdc66,0.15844233,1
Arhgap9,0.15843426,1
Lsm14b,0.15840654,1
Gm10602,0.15838447,1
Nlk,0.1583811,1
Tcf25,0.15836687,1
Gm6598,0.15832028,1
1700019D03Rik,0.15831026,1
Fth1,0.15825938,1
Xlr3b,0.1582443,1
Fhl3,0.15824045,1
Csnk2a1,0.15823264,1
Bmp1,0.15822792,1
Ttll1,0.15820894,1
2810013P06Rik,0.15820356,1
Trav3-4,0.15819049,1
Gm6277,0.15818743,1
Ppp1r3b,0.15818425,1
Khsrp,0.15816829,1
Trim30a,0.15815188,1
Gm11992,0.15815036,1
Atp8a2,0.15812583,1
Bclaf1,0.15810908,1
Gstm5,0.15805945,1
Ddx60,0.15805563,1
B4galt2,0.15805517,1
Atxn2,0.15800184,1
Cul7,0.1579859,1
Ifi208,0.15798274,1
Cryba1,0.15797243,1
Gm44836,0.1579147,1
Map1a,0.15791234,1
Nat9,0.15788625,1
Fxr1,0.1578804,1
1810024B03Rik,0.15786341,1
Pcif1,0.15784933,1
4930502E09Rik,0.15784076,1
Bco1,0.15782733,1
Igsf3,0.15781996,1
Gpr180,0.15780523,1
Nt5c,0.15779431,1
Gm48876,0.15778148,1
Moap1,0.15774964,1
Snapc3,0.15774642,1
Depdc5,0.15768501,1
Gpr141,0.15768407,1
Zfp119a,0.15764819,1
Gm13625,0.15764573,1
Ccdc71,0.157644,1
Apol9b,0.15762436,1
Qprt,0.15761928,1
Mib2,0.15759037,1
Asah2,0.15757199,1
Aif1l,0.15753986,1
Pqlc2,0.15753824,1
Zfp507,0.15753734,1
Gpr155,0.15753111,1
Akap17b,0.15751307,1
Smyd3,0.15749413,1
Cspg5,0.15747383,1
Selenoi,0.15746799,1
Mpi,0.15743619,1
Pip5kl1,0.15740563,1
Samsn1,0.15739623,1
Kctd12,0.15738814,1
Naif1,0.15736607,1
Syne3,0.15732083,1
Mapk3,0.15731886,1
Cdk20,0.15725097,1
Tnfsf11,0.15725054,1
D130062J10Rik,0.1572278,1
Cryab,0.1571697,1
Dbil5,0.15716663,1
Fktn,0.15716565,1
2010001A14Rik,0.15716405,1
Tmem97,0.15715045,1
Slc17a5,0.15713626,1
Parp12,0.15712051,1
Rlim,0.15709361,1
Selenbp1,0.15707937,1
5830444B04Rik,0.15707472,1
Mrtfb,0.15704937,1
Rpap1,0.15703344,1
Fam189b,0.1569726,1
Mrpl15,0.15693963,1
Trabd,0.15693223,1
Hps3,0.1569246,1
Slc2a12,0.15692382,1
Psmb8,0.15692015,1
Svil,0.15691619,1
Vmac,0.15689468,1
Trbv13-2,0.1568938,1
Spast,0.15689288,1
Elavl1,0.15685232,1
Arhgap21,0.1568473,1
Garnl3,0.15682933,1
St3gal6,0.1568217,1
Fxyd7,0.15682133,1
Klrc2,0.15681249,1
A030005L19Rik,0.15680997,1
Gga2,0.15679906,1
4930549G23Rik,0.15679221,1
Dagla,0.15669465,1
Zrsr1,0.15667455,1
App,0.15665051,1
Gm47283,0.15662497,1
Dusp9,0.15660435,1
Ctso,0.15660018,1
Icam1,0.15659112,1
Casp8,0.15658346,1
Med9os,0.15656115,1
Gm35035,0.15655397,1
Lrfn4,0.15655154,1
5830432E09Rik,0.15653656,1
Txnrd1,0.15650666,1
Hist1h4k,0.15648164,1
3830408C21Rik,0.15643114,1
Lrrc9,0.15641521,1
Atp1b3,0.15641399,1
Scyl2,0.15641391,1
Ppp4r4,0.15636066,1
Gm16867,0.15634353,1
1700028J19Rik,0.15632743,1
Acsf3,0.15631594,1
Apoe,0.15630168,1
Stk35,0.15625532,1
Gm47484,0.15625161,1
Ddx19b,0.15623626,1
Nfs1,0.15621677,1
Anxa3,0.15618888,1
AW146154,0.15618211,1
Akr1b3,0.15609924,1
Rab6a,0.15608202,1
B3galt5,0.1560544,1
Heatr6,0.15603171,1
Fam124b,0.15601969,1
Polr2g,0.15599608,1
Amdhd1,0.15598904,1
Gm11738,0.15597223,1
Apc,0.15595044,1
Cox7a2l,0.1559392,1
Fam20b,0.1559129,1
Lrr1,0.15590273,1
Lurap1,0.15589528,1
Izumo4,0.1558866,1
Zbtb44,0.15586603,1
Trbv12-1,0.1558324,1
Dock3,0.15577479,1
Vps4b,0.15575963,1
Ube2q1,0.15575054,1
Pogz,0.15573016,1
Gm7467,0.15572567,1
Zfp184,0.1557022,1
Kdm5a,0.155658,1
Prune2,0.15564945,1
Slc19a2,0.15563354,1
Inpp5a,0.15563245,1
Pde12,0.15561718,1
Fkbp9,0.15558138,1
Bin1,0.15557258,1
Gm43598,0.15557064,1
Commd5,0.15556121,1
Mipol1,0.15550339,1
S1pr4,0.15549272,1
Arpc2,0.15547319,1
Sp3os,0.15545714,1
Tmem151a,0.15545651,1
1700094D03Rik,0.15545419,1
C030037D09Rik,0.15542662,1
Gm45767,0.15537715,1
Mob3a,0.15529746,1
Acads,0.15526241,1
A430093F15Rik,0.15523537,1
Gm42435,0.15522888,1
Cpne3,0.15522632,1
Ezh1,0.15520447,1
Ildr1,0.15520005,1
Gm10130,0.15519074,1
Snap47,0.15518814,1
Ormdl2,0.15515988,1
Ccnd3,0.15511782,1
4732471J01Rik,0.15511498,1
Gpat3,0.15508144,1
Trbv31,0.15507445,1
Clec4b1,0.15504144,1
Prr7,0.15501818,1
Trav13-2,0.15501009,1
Tmem33,0.1550045,1
Rab27a,0.15499474,1
Hirip3,0.15498817,1
Fsbp,0.15497713,1
Agpat2,0.15494423,1
C130040N14Rik,0.15491319,1
Ift57,0.15490547,1
Gm34777,0.15488344,1
Ppp4r3a,0.15487997,1
Tgfbr1,0.15486951,1
Zcchc2,0.15484156,1
Pdia4,0.15483707,1
mt-Atp8,0.15483482,1
Gm43137,0.15483138,1
Isoc2b,0.15481731,1
Gabarap,0.15475813,1
Gm32950,0.15474482,1
Nsd3,0.15473229,1
Alg14,0.15471978,1
Ap3m1,0.15470529,1
Rpusd1,0.154668,1
Abr,0.15466493,1
Cst6,0.15465105,1
Gm39469,0.15464902,1
Arhgap4,0.15464732,1
Taf9b,0.15464278,1
Tmem106a,0.15463288,1
Odc1,0.154631,1
Spata1,0.15462261,1
Tbc1d10c,0.15462087,1
Prdx2,0.1546014,1
Mdn1,0.15459569,1
Rasgef1c,0.15457445,1
Rprd2,0.15457124,1
Aste1,0.15453726,1
Sema4a,0.15453157,1
Spx,0.15453072,1
Hmcn2,0.1545169,1
Ttf2,0.15448137,1
Aurka,0.15446064,1
Pik3r1,0.15445442,1
Hectd2,0.1544528,1
Dlg4,0.15442708,1
5730480H06Rik,0.15436697,1
Gm28050,0.15434186,1
Mrpl32,0.15433022,1
Haus1,0.15429145,1
Zfp580,0.15427421,1
Gpr176,0.15425079,1
Mast3,0.15424317,1
Fbxo15,0.15424316,1
Ppp2r5b,0.15418881,1
Wwp2,0.15415294,1
Sgta,0.154151,1
Ccdc25,0.15414378,1
Prss41,0.15412408,1
Acpp,0.15409885,1
6720483E21Rik,0.15409374,1
Lman2l,0.15404154,1
Tmem223,0.1540368,1
Dnajb5,0.15400948,1
Olfr1369-ps1,0.15400821,1
Ddi2,0.15399426,1
Nabp1,0.15398355,1
Zfp24,0.1539676,1
Gm26642,0.15394774,1
Zfp970,0.15394536,1
Lat2,0.15392789,1
Aldoart2,0.15392302,1
Gm47761,0.15389872,1
Timm9,0.15386267,1
Slc4a5,0.15384628,1
Gm44123,0.15380037,1
Etnk1,0.15376016,1
Zc3hav1,0.15374257,1
Gm34655,0.15373284,1
Zfp931,0.15370864,1
Bcl2l11,0.15370448,1
Mapkapk5,0.15369725,1
Gm20403,0.15368934,1
4930581F22Rik,0.15368313,1
Ctnnbip1,0.15366712,1
Tcrg-V7,0.15365838,1
Cuedc1,0.15364729,1
Cd209a,0.15362914,1
Gm36287,0.15361194,1
Mavs,0.15361066,1
Klhdc8b,0.15361041,1
Acox3,0.15361007,1
Morf4l2,0.15357941,1
Hist1h2bm,0.1535752,1
Tjp2,0.15356882,1
Gba2,0.15348616,1
Lrrc8c,0.15344518,1
Zfp128,0.15344,1
Adam1a,0.15343603,1
Gm20496,0.15341085,1
Cbx4,0.15340072,1
Ypel2,0.15336351,1
Uhrf1,0.15335086,1
Nmur1,0.15335003,1
Lad1,0.15333018,1
Tcrg-V4,0.15332109,1
Gm27184,0.15330455,1
Zbtb2,0.15330407,1
Naa35,0.15325983,1
Creb3,0.15325975,1
Aldoa,0.15324903,1
Zfp951,0.15324637,1
Nfatc2ip,0.15324198,1
E330009J07Rik,0.15323661,1
Triqk,0.15322734,1
Gabpa,0.15320404,1
Ebp,0.15319975,1
Nol7,0.15318799,1
Gmppb,0.15318093,1
Cd160,0.15314887,1
Gm6225,0.15313198,1
Tmem11,0.15309478,1
Gm50340,0.15307844,1
Rmi2,0.15307318,1
Zbtb11os1,0.15306865,1
Zfp692,0.15304753,1
Nup35,0.1530423,1
Rnf121,0.15303868,1
Gm45250,0.1530087,1
Upf2,0.15300684,1
Mpzl3,0.15300357,1
Rbbp9,0.15299952,1
Dus4l,0.15299487,1
Gm33619,0.15299481,1
Amigo3,0.1529731,1
Gm38037,0.15290037,1
Glipr2,0.15288563,1
Atp5j2,0.15288463,1
Mmut,0.15288298,1
Mbip,0.1528435,1
Gm26881,0.15284348,1
Gm14139,0.15283933,1
Ostm1,0.15283526,1
Gm16350,0.15279758,1
Vax2,0.15277632,1
Ubc,0.15277252,1
Prrc2a,0.1527715,1
B3gnt9,0.15276363,1
Tmem70,0.15275036,1
Heatr5a,0.1527403,1
Cxcr5,0.15274012,1
Klhl24,0.15273061,1
Rab43,0.15269889,1
Adprm,0.1526958,1
Mylk,0.15265973,1
