gene,a_i,b_i,c_i,d_i,e_i
Chst2,0.06921264,0.144908,0.32708025,0.45616925,0.0026298761
U2surp,0.13868155,0.13144611,0.32789412,0.3877345,0.014243722
Gm28424,0.12579182,0.2229738,0.2424082,0.33509472,0.07373142
Pcolce2,0.120512374,0.16910107,0.31842878,0.391019,0.00093877316
Trpc1,0.1365561,0.17513762,0.2790834,0.38003913,0.029183745
Pls1,0.6862115,0.1257228,0.08405663,0.09124117,0.012767851
1700065D16Rik,0.08556339,0.15868397,0.32209116,0.41229984,0.02136159
Atr,0.09716354,0.24524324,0.2800082,0.3472908,0.03029424
Gm16794,0.25497633,0.1291749,0.2774323,0.33636355,0.0020529032
Xrn1,0.02514577,0.22565831,0.2880923,0.45904398,0.002059698
Gk5,0.14825207,0.17252249,0.32111114,0.35150903,0.0066052675
Tfdp2,0.30780438,0.1986646,0.18293795,0.28688005,0.023712993
Atp1b3,0.15641399,0.20238197,0.29267558,0.31509742,0.033431053
BC043934,0.13925213,0.15754245,0.299216,0.3761647,0.02782476
Rnf7,0.53874254,0.1416856,0.13969354,0.1606971,0.019181192
Rasa2,0.13161787,0.2182381,0.2711655,0.34471452,0.034264028
Zbtb38,0.07473247,0.17683344,0.30278328,0.42778173,0.017869115
A930006L05Rik,0.23871455,0.18376495,0.23132145,0.30804747,0.038151562
C430002N11Rik,0.13493878,0.20661165,0.2695974,0.37566426,0.013187885
Pxylp1,0.35575664,0.24747504,0.19599378,0.18971127,0.011063278
Gm19325,0.11739189,0.14339733,0.33206257,0.3955698,0.011578441
Slc25a36,0.07494369,0.16367126,0.31298658,0.41818625,0.030212224
Gm16185,0.02458317,0.10302895,0.38394564,0.4806953,0.007746935
Nmnat3,0.051376987,0.25584692,0.2948015,0.39146617,0.0065084696
Rbp1,0.58181477,0.14101627,0.13754866,0.12150733,0.018112957
4930579K19Rik,0.8204232,0.062702976,0.05743132,0.056176346,0.0032661557
Copb2,0.2872161,0.14294513,0.23208259,0.2991985,0.03855765
Mrps22,0.28180704,0.20990859,0.21048176,0.27085495,0.026947677
Gm37637,0.22369163,0.19623116,0.24799742,0.28619158,0.045888245
Faim,0.13497372,0.20569277,0.27457598,0.37330508,0.011452436
Gm1123,0.24514708,0.22972459,0.25008798,0.2741856,0.0008547902
Pik3cb,0.14195712,0.27252907,0.24549934,0.32118553,0.018828928
Cep70,0.3684461,0.20999539,0.19272614,0.19194958,0.03688276
Mras,0.086298935,0.1964619,0.33823842,0.3472725,0.031728268
Armc8,0.14499064,0.28408825,0.24876371,0.3080098,0.01414758
Dbr1,0.40085492,0.15641244,0.19966473,0.21727106,0.02579689
Il20rb,0.3187187,0.14764446,0.2636971,0.22590381,0.04403597
Nck1,0.22600642,0.27457553,0.21219026,0.28163782,0.005589962
Stag1,0.18270312,0.21690774,0.2165617,0.34861746,0.035210013
Pccb,0.4146,0.12674652,0.17609859,0.25133565,0.031219244
Msl2,0.104685925,0.11981463,0.33123916,0.42814502,0.016115308
Ppp2r3a,0.1723663,0.13575998,0.30600226,0.3846828,0.0011886358
Cep63,0.060361456,0.11822144,0.3651454,0.43000752,0.02626419
Anapc13,0.23999695,0.14765017,0.21783724,0.35221747,0.042298198
Amotl2,0.19704863,0.19147335,0.26696172,0.32989758,0.014618695
Ryk,0.83268315,0.06352981,0.04581247,0.053364173,0.0046104193
Slco2a1,0.32488632,0.18065035,0.18813002,0.27564663,0.030686677
Rab6b,0.20709501,0.207663,0.27284795,0.302676,0.0097180605
Srprb,0.27386644,0.18714051,0.21177107,0.29067135,0.03655064
Trf,0.3961,0.18683255,0.16539517,0.21927866,0.032393575
1300017J02Rik,0.16325933,0.15018769,0.2811688,0.37096527,0.03441894
Topbp1,0.24166298,0.14543493,0.25793606,0.31606045,0.03890562
Cdv3,0.27620226,0.19481331,0.22785828,0.28815874,0.012967348
Bfsp2,0.16624525,0.20447904,0.2903133,0.33055928,0.008403182
Tmem108,0.115508,0.12580402,0.30622393,0.42743546,0.025028586
Nphp3,0.14581743,0.18293652,0.273363,0.37423083,0.023652196
Uba5,0.15220371,0.17516747,0.29272115,0.3657958,0.0141118765
Acad11,0.090405695,0.16296695,0.2789033,0.41705897,0.05066514
Ackr4,0.35070416,0.1432391,0.22791757,0.27416024,0.0039789677
Dnajc13,0.22715633,0.17624925,0.2180303,0.3585984,0.019965708
Acpp,0.15409885,0.17767009,0.25512657,0.38525406,0.027850509
Mrpl3,0.58123535,0.17966029,0.12595184,0.0984059,0.014746666
Nudt16,0.14722499,0.19347462,0.26824367,0.38125598,0.009800732
Nek11,0.28360483,0.19731931,0.21613728,0.2764162,0.026522398
Aste1,0.15453726,0.18859524,0.28790408,0.35451093,0.014452457
Atp2c1,0.12150496,0.18014942,0.26096866,0.41737342,0.020003557
Pik3r4,0.23451845,0.23198694,0.2205496,0.27604136,0.03690362
D030055H07Rik,0.053116012,0.17998798,0.30609858,0.4395717,0.02122569
Glyctk,0.25757554,0.14520974,0.24714981,0.32856366,0.021501184
Wdr82,0.13569887,0.20642076,0.26804906,0.36701447,0.022816837
Ppm1m,0.1948214,0.17628723,0.27309227,0.3504262,0.005372882
Twf2,0.20879163,0.21549137,0.24681287,0.28354418,0.04535997
Alas1,0.13960367,0.2102861,0.3038458,0.316742,0.029522479
Poc1a,0.6975337,0.09676744,0.110702425,0.09285715,0.00213933
Gm29123,0.30187255,0.21157482,0.23172137,0.23809047,0.01674074
Dusp7,0.14238697,0.18809482,0.29723528,0.35305977,0.019223154
Rpl29,0.15046161,0.2141258,0.26586288,0.3533096,0.01624012
Acy1,0.25624728,0.1612428,0.25589344,0.29576573,0.030850768
Abhd14a,0.28122592,0.1520805,0.23766181,0.29120737,0.037824392
Abhd14b,0.054964606,0.25551924,0.27475435,0.40128493,0.013476849
Gm28959,0.09570185,0.16301511,0.31896386,0.4163544,0.005964756
Pcbp4,0.0805528,0.17341542,0.3341477,0.3771336,0.03475046
Gpr62,0.09325032,0.18587884,0.30898666,0.3822264,0.029657781
Parp3,0.06971645,0.21497674,0.30256137,0.4045476,0.008197904
Rrp9,0.26907077,0.16375965,0.21523021,0.2899724,0.061967015
Tex264,0.115943976,0.28944808,0.28360295,0.28238347,0.028621554
Rad54l2,0.11739189,0.14339733,0.33206257,0.3955698,0.011578441
Dcaf1,0.067942105,0.25389913,0.2855331,0.39111277,0.0015128851
Manf,0.18489662,0.23097463,0.24305725,0.33112437,0.009947121
Gm37612,0.2229878,0.13064913,0.26523894,0.34829006,0.032834053
Rbm15b,0.1772579,0.2177475,0.249074,0.33775,0.018170595
4930524O07Rik,0.076986484,0.14607663,0.32299593,0.43908158,0.014859438
Dock3,0.15577479,0.13864592,0.30631545,0.36476734,0.034496546
Mapkapk3,0.17834279,0.16608031,0.27250528,0.34867683,0.03439474
Cish,0.3489697,0.1476688,0.20826855,0.25083113,0.044261813
Gm17041,0.12117697,0.1566588,0.2916444,0.4060277,0.024492145
Hemk1,0.086725175,0.21731171,0.25559056,0.41631272,0.024059892
6430571L13Rik,0.16138336,0.21414311,0.29068574,0.3240085,0.009779334
Cacna2d2,0.29227242,0.18642338,0.25662726,0.2342422,0.030434728
Tmem115,0.5681294,0.21190603,0.09956136,0.109361134,0.0110420585
Cyb561d2,0.5292535,0.13897844,0.12429057,0.17964129,0.027836204
Nprl2,0.42929947,0.14361475,0.19410986,0.22925003,0.0037258863
Zmynd10,0.08979638,0.15156256,0.34361014,0.34741023,0.067620754
Gm34106,0.14814489,0.19113505,0.2760962,0.3476348,0.036989093
Rassf1,0.26462683,0.22158505,0.25375316,0.24086177,0.019173145
Gm9917,0.30089915,0.26856714,0.17364398,0.25222486,0.0046648383
Tusc2,0.16915444,0.18831453,0.27907783,0.34451398,0.018939257
Hyal2,0.30606544,0.18863817,0.20736888,0.26530933,0.032618165
Hyal1,0.14070512,0.16841492,0.2774674,0.40474033,0.008672237
Naa80,0.15942964,0.2166216,0.25228047,0.3537267,0.017941594
Hyal3,0.21235958,0.19601862,0.24746671,0.32337436,0.020780683
Ifrd2,0.41536412,0.17035994,0.214612,0.19496068,0.0047032833
Gnai2,0.08691284,0.16913715,0.3279368,0.40027776,0.015735507
Gnat1,0.53157127,0.122804895,0.15445697,0.14030683,0.050860047
Rbm5,0.042292695,0.25493637,0.28379387,0.40297228,0.0160048
Rbm6,0.096019804,0.21848297,0.28540543,0.3906451,0.009446681
Mon1a,0.118664175,0.26394725,0.28927946,0.3241917,0.0039174557
Camkv,0.14545892,0.20357278,0.2973294,0.3252458,0.02839309
Traip,0.23766261,0.12622537,0.25918028,0.36750144,0.009430349
Uba7,0.10788989,0.24094583,0.2633674,0.37997374,0.00782311
Inka1,0.16454948,0.19262764,0.27923796,0.33743668,0.0261482
Ip6k1,0.107249916,0.19482063,0.31826296,0.36025333,0.019413114
Gmppb,0.15318093,0.12991574,0.2911183,0.42450297,0.0012820959
Rnf123,0.16128202,0.21343398,0.2796687,0.3282703,0.01734507
Amigo3,0.1529731,0.16609246,0.27574936,0.3827531,0.02243197
Mst1,0.14022559,0.15693136,0.2726785,0.40369365,0.0264709
Apeh,0.10825077,0.12230936,0.29542372,0.44374505,0.030271173
Bsn,0.22107211,0.27147418,0.21433923,0.25937262,0.03374183
Dag1,0.09495151,0.1869595,0.32527727,0.36130792,0.031503797
Nicn1,0.45191285,0.2010052,0.1547256,0.16127957,0.031076789
Tcta,0.50934374,0.15230568,0.14612226,0.15481007,0.037418246
Rhoa,0.3554099,0.121275894,0.2178931,0.27252132,0.032899797
Gm37401,0.18252924,0.30605572,0.22483155,0.2682237,0.01835978
Gpx1,0.22394018,0.12715788,0.24401146,0.35765836,0.04723215
Usp4,0.52840245,0.14122342,0.13893525,0.15369654,0.037742317
1700102P08Rik,0.03370071,0.21084559,0.3095118,0.4295184,0.016423523
Klhdc8b,0.15361041,0.23333758,0.25484595,0.33829245,0.019913554
Ccdc71,0.157644,0.15885521,0.2689226,0.38598928,0.028588891
Lamb2,0.18350261,0.16890723,0.2972178,0.32097554,0.029396832
Usp19,0.38268802,0.163686,0.19389036,0.19007975,0.069655836
Qars,0.16990192,0.14931758,0.25822207,0.36315256,0.059405863
Qrich1,0.42436954,0.11626607,0.18473977,0.24580619,0.028818488
Impdh2,0.8544395,0.039324284,0.044239394,0.060874157,0.0011226535
Ndufaf3,0.100612834,0.17873567,0.25460964,0.43672338,0.029318452
4833445I07Rik,0.08991857,0.16093089,0.31496686,0.3800463,0.05413741
Dalrd3,0.12297711,0.21504325,0.3010775,0.31211984,0.04878229
Wdr6,0.19145146,0.18026586,0.29017705,0.3141773,0.023928285
P4htm,0.056098633,0.24597323,0.33176833,0.34536502,0.02079475
Arih2,0.10107413,0.15708375,0.31350517,0.40848398,0.019852996
Slc25a20,0.16465151,0.17481717,0.30630988,0.3296249,0.024596572
Prkar2a,0.4359693,0.15842916,0.15937495,0.20401433,0.042212248
Ip6k2,0.08651663,0.19383192,0.30317855,0.36730886,0.049164057
Nckipsd,0.14158502,0.23358467,0.24462229,0.37291998,0.0072880387
Slc26a6,0.09154264,0.17581849,0.32506868,0.39243895,0.015131235
Uqcrc1,0.09027429,0.29708925,0.22249623,0.35198677,0.03815347
Pfkfb4,0.12983496,0.20240457,0.27905113,0.36444122,0.02426809
Shisa5,0.18368655,0.18562987,0.25073907,0.35608482,0.02385968
Trex1,0.14059311,0.24850875,0.2421904,0.33164406,0.03706366
Atrip,0.24874055,0.18184935,0.26656234,0.27674413,0.026103616
Tma7,0.58722115,0.0981588,0.12918048,0.15251462,0.03292495
Ccdc51,0.14634776,0.21884154,0.23805946,0.39504153,0.0017096996
Plxnb1,0.4434864,0.16110311,0.20324698,0.1873651,0.0047983527
Nme6,0.14698893,0.13226919,0.28738865,0.42746946,0.0058836937
Cdc25a,0.14510538,0.17725238,0.27653855,0.38264957,0.018454075
Map4,0.3818336,0.11728297,0.20129068,0.26584995,0.033742785
Dhx30,0.32453814,0.16956578,0.21856898,0.26053858,0.026788533
Smarcc1,0.5108117,0.18294245,0.113041714,0.15067516,0.042528987
Cspg5,0.15747383,0.15656757,0.30908522,0.36108807,0.015785336
Elp6,0.24801986,0.22671844,0.22052906,0.2982951,0.00643754
Scap,0.2034264,0.18567012,0.24075353,0.3361832,0.03396678
Ptpn23,0.08452661,0.20359322,0.30387032,0.38252214,0.025487661
Klhl18,0.77898014,0.0746455,0.049006872,0.087410085,0.009957373
Kif9,0.2995301,0.14139049,0.23884365,0.31646892,0.0037667751
Setd2,0.083871044,0.22735319,0.2868907,0.3875136,0.014371514
Nradd,0.06608669,0.13640703,0.32785374,0.44814253,0.021510005
Nbeal2,0.18042853,0.19552654,0.26844776,0.3543567,0.0012404323
Ccdc12,0.1487336,0.15638472,0.32791457,0.35609508,0.010872006
Prss50,0.8818073,0.0463157,0.030833224,0.032166578,0.008877158
Tmie,0.09674993,0.201158,0.28921095,0.38544044,0.027440667
Als2cl,0.03261569,0.16183364,0.33872607,0.4553634,0.011461198
Lrrc2,0.15235084,0.1525975,0.29654643,0.369164,0.02934122
Gm10030,0.74255055,0.07357471,0.075942725,0.0927311,0.015200853
Ltf,0.10220742,0.18528762,0.3217682,0.36498368,0.02575308
Ccrl2,0.13375252,0.2502965,0.27537176,0.31966767,0.020911574
Lrrfip2,0.10622872,0.18594024,0.32402426,0.36029392,0.0235129
Mlh1,0.31484908,0.20891918,0.19681066,0.24473657,0.03468454
Epm2aip1,0.41205037,0.12351922,0.21543552,0.23232925,0.016665637
Pdcd6ip,0.35681596,0.20157486,0.19727406,0.21796638,0.026368678
Clasp2,0.23408918,0.18616836,0.25339332,0.30512786,0.02122128
Ubp1,0.09889682,0.16902313,0.28258845,0.4299072,0.019584417
Fbxl2,0.6972426,0.102246836,0.07942163,0.10443906,0.016649842
Bcl2a1c,0.16431034,0.15030779,0.268482,0.38399538,0.032904506
4930520O04Rik,0.13095799,0.1828649,0.32355177,0.3407098,0.021915555
Crtap,0.17693746,0.20092797,0.25082383,0.3447419,0.02656877
Glb1,0.1372716,0.17098628,0.2615291,0.40717953,0.0230335
Tmppe,0.32656792,0.15502138,0.22489786,0.26948714,0.024025679
Ccr4,0.06957584,0.20117545,0.30322635,0.4026355,0.023386836
Cnot10,0.11322995,0.18544592,0.28620568,0.4125439,0.002574563
Dync1li1,0.30956298,0.21204218,0.21043138,0.261605,0.0063585043
Cmtm6,0.19682147,0.18805519,0.25572634,0.3218397,0.037557304
Cmtm7,0.11918867,0.14378732,0.27628806,0.43094158,0.029794335
Gm9888,0.70926046,0.12216196,0.07859011,0.07945049,0.010536969
Cmtm8,0.4144436,0.22011325,0.15193875,0.19395621,0.019548178
Gpd1l,0.27279142,0.21834044,0.24088405,0.25690562,0.011078477
Rps27rt,0.74778944,0.06229239,0.07804812,0.10828077,0.0035892725
Stt3b,0.3855027,0.16124597,0.20987843,0.18987076,0.053502142
Tgfbr2,0.4121797,0.15293813,0.18991733,0.22690976,0.018055081
Gm4668,0.18948728,0.19347689,0.24580815,0.3604945,0.010733187
Gm31410,0.1798545,0.2183429,0.25130323,0.31973836,0.030761003
Gm26614,0.39126468,0.23109318,0.16549724,0.2021208,0.01002413
Zcwpw2,0.17318943,0.15220556,0.2424664,0.40474963,0.02738899
Azi2,0.6140046,0.12804115,0.109329045,0.11844543,0.030179739
Cmc1,0.2176203,0.2165014,0.2242037,0.3095777,0.032096863
Gm17399,0.20338781,0.13258748,0.26676598,0.3586366,0.03862214
Eomes,0.39665782,0.2741409,0.14260778,0.1746045,0.011988997
Gm33460,0.18228225,0.14821665,0.24770857,0.3706006,0.051191926
Golga4,0.12276472,0.22873554,0.26222357,0.36713853,0.01913762
Itga9,0.30289128,0.12017786,0.27452123,0.28719404,0.015215635
Ctdspl,0.19223592,0.14989549,0.2439862,0.38669127,0.027191103
Vill,0.32547754,0.16937633,0.2375363,0.26201326,0.005596578
Plcd1,0.4831593,0.11313838,0.17485671,0.21676862,0.012076974
Dlec1,0.21117081,0.19676517,0.24471256,0.31235182,0.03499961
Acaa1b,0.84152716,0.043926198,0.05759505,0.05141057,0.0055410266
Slc22a13,0.1244499,0.20819913,0.2781275,0.38738662,0.0018368363
Oxsr1,0.4235656,0.17226158,0.1580785,0.20539285,0.04070151
Myd88,0.033943918,0.1615749,0.35410726,0.43818986,0.012184024
Acaa1a,0.16697362,0.22332993,0.25163472,0.326769,0.031292737
Xylb,0.21012528,0.17821908,0.2675412,0.31604218,0.028072238
Acvr2b,0.09965797,0.23708865,0.29046118,0.361323,0.011469185
Exog,0.11238334,0.12850441,0.30795705,0.4090089,0.042146325
Wdr48,0.6033461,0.16737618,0.102184005,0.10553337,0.02156037
Cx3cr1,0.16842774,0.19640076,0.29244798,0.32981318,0.012910306
Gorasp1,0.14478698,0.16792825,0.2567001,0.39899927,0.031585395
Csrnp1,0.27863982,0.18924055,0.22058718,0.2919635,0.01956892
1700019L13Rik,0.076615945,0.16058436,0.31808597,0.4272706,0.01744312
Gm33858,0.72834283,0.07259593,0.08898189,0.09060527,0.01947409
Ccr8,0.29500374,0.17589831,0.2186503,0.27672297,0.033724666
Slc25a38,0.29028893,0.20238379,0.19481625,0.29004243,0.022468567
Rpsa,0.7745588,0.06636392,0.07911443,0.0707589,0.00920397
D830035M03Rik,0.13768385,0.1576249,0.26618633,0.40507707,0.033427835
Eif1b,0.08363756,0.29047325,0.25334463,0.35077995,0.021764576
Rpl14,0.17621371,0.21954344,0.2517104,0.3202889,0.03224355
5830454E08Rik,0.19332488,0.23859394,0.23633379,0.3150475,0.01669991
Ctnnb1,0.5152848,0.17020431,0.14850399,0.14570156,0.020305395
Ulk4,0.18184607,0.20683177,0.2580103,0.34452796,0.0087839365
Trak1,0.2736002,0.14944413,0.24621071,0.2998172,0.030927777
Vipr1,0.23418054,0.09005996,0.30103981,0.35498425,0.019735456
Sec22c,0.10816918,0.14515698,0.28510088,0.42934412,0.032228827
Ss18l2,0.52391684,0.18279806,0.13835026,0.15216474,0.0027701259
Nktr,0.8760371,0.06540573,0.03225268,0.025904905,0.00039958954
E530011L22Rik,0.09723312,0.17932054,0.28408253,0.4196255,0.019738317
Zfp651,0.12922083,0.13676627,0.31013224,0.40197062,0.021910071
Higd1a,0.24943845,0.19105789,0.23113926,0.29952696,0.028837442
Gm47112,0.18521765,0.2065849,0.25937545,0.33216894,0.01665306
1700048O20Rik,0.6608367,0.11173053,0.07942788,0.13512093,0.012883961
Snrk,0.19277924,0.21830481,0.25122836,0.3184704,0.019217253
Gm47121,0.11280823,0.18740083,0.28803957,0.38280874,0.028942645
Ano10,0.18811834,0.2503287,0.22521654,0.33613154,0.00020492077
Gm26797,0.24206585,0.15570681,0.2311337,0.34032214,0.030771494
Abhd5,0.55262494,0.14403102,0.14123514,0.15388775,0.008221149
Tcaim,0.23013565,0.1341187,0.24971426,0.38095894,0.0050724745
Zfp445,0.25643736,0.2070819,0.24424705,0.26743904,0.024794698
Gm47140,0.047622427,0.21440327,0.27511704,0.44915813,0.013699114
A530083I20Rik,0.0521165,0.17978369,0.326954,0.4202242,0.020921588
Zkscan7,0.37879884,0.14072698,0.18386753,0.27556112,0.021045566
Zfp105,0.21849704,0.19487262,0.21821028,0.35434622,0.014073849
1110059G10Rik,0.14633983,0.19833185,0.28058115,0.36878508,0.005962074
Kif15,0.24513361,0.18706536,0.24923041,0.25741127,0.061159372
Gm9856,0.31249678,0.20576648,0.20597692,0.2523741,0.023385704
Tmem42,0.34513953,0.13842304,0.2227451,0.2787845,0.014907777
Zdhhc3,0.26550582,0.1935653,0.22566235,0.2861205,0.029146075
Exosc7,0.70310533,0.07661666,0.10282088,0.08988574,0.02757144
Clec3b,0.06609995,0.21562654,0.32240355,0.3829246,0.012945414
Cdcp1,0.09333441,0.22159138,0.2941801,0.3710842,0.019809902
Tmem158,0.24895586,0.2008983,0.22323443,0.30488655,0.02202487
Gm47162,0.57767504,0.17771986,0.12698422,0.091888785,0.02573204
Lars2,0.056423794,0.22141042,0.297204,0.42464465,0.00031715631
Limd1,0.39614046,0.119056515,0.1952722,0.2576812,0.031849623
Sacm1l,0.11802238,0.21612339,0.2776815,0.3694762,0.018696547
Slc6a20b,0.77060133,0.075697914,0.07227182,0.0730292,0.008399725
Ccr9,0.04350528,0.21034938,0.30038673,0.41898024,0.02677834
Lztfl1,0.09231496,0.19640379,0.27653855,0.38725063,0.047492027
Fyco1,0.2693359,0.13110447,0.24773487,0.31097543,0.040849328
Cxcr6,0.05234967,0.16560933,0.29273042,0.47552252,0.013788044
Xcr1,0.2450406,0.27447277,0.19916368,0.24090517,0.04041779
Ccr1,0.13762385,0.22696397,0.30831248,0.3082431,0.018856585
Ccr3,0.119306535,0.17084572,0.32350534,0.36518526,0.021157146
Ccr2,0.3148107,0.2274247,0.21970786,0.21527638,0.022780418
Ccr5,0.23444673,0.22605392,0.23964822,0.2712893,0.02856183
Gm39469,0.15464902,0.3250801,0.24762708,0.2664187,0.006225109
2010315B03Rik,0.6917677,0.10791953,0.08105761,0.09574111,0.023514092
Ppp2r3d,0.14591283,0.16295898,0.28882104,0.36062303,0.04168415
Ppp1r14c,0.07099404,0.1567533,0.3313282,0.4272829,0.013641477
Plekhg1,0.2580881,0.18754381,0.25660697,0.29240978,0.005351305
Mthfd1l,0.14865473,0.21345334,0.26003602,0.36333725,0.014518619
Akap12,0.20993653,0.17512539,0.25763413,0.31835252,0.038951457
Zbtb2,0.15330407,0.13838336,0.29404727,0.39300004,0.021265268
Gm21781,0.2792037,0.15541819,0.24683127,0.29155865,0.026988149
Rmnd1,0.13231753,0.1307353,0.33446476,0.3875138,0.014968634
Gm16153,0.6213391,0.11012307,0.12402058,0.124771595,0.019745708
Armt1,0.29565197,0.19712317,0.24391316,0.24107917,0.022232533
Esr1,0.14213915,0.15810262,0.29762328,0.39803812,0.0040968657
Syne1,0.10872357,0.21271448,0.2652275,0.39566135,0.017673135
Fbxo5,0.61957425,0.15359078,0.11114255,0.101548195,0.014144182
Mtrf1l,0.22252811,0.19421563,0.20900804,0.3324484,0.041799784
Ipcef1,0.043051537,0.16879885,0.33669657,0.44552255,0.0059304833
Cnksr3,0.08595107,0.16045554,0.3381432,0.39124075,0.0242095
Ulbp1,0.12813239,0.13860503,0.31393063,0.40561682,0.013715148
Lrp11,0.116735145,0.17672063,0.295963,0.38714442,0.023436785
Pcmt1,0.34386107,0.1827254,0.19088553,0.2580871,0.024440885
Nup43,0.16636805,0.1386506,0.30012932,0.37797642,0.016875625
Lats1,0.12776732,0.19107644,0.27132675,0.3772107,0.03261876
Katna1,0.2690574,0.22093643,0.23110962,0.25614533,0.022751212
Ginm1,0.5713521,0.13042207,0.13406962,0.15107304,0.01308316
B430219N15Rik,0.46030906,0.1459086,0.17885302,0.17654629,0.038383067
Ppil4,0.07453718,0.20652828,0.3018876,0.3965219,0.020524979
Zc3h12d,0.14317526,0.20913513,0.27589214,0.34488836,0.026909113
Tab2,0.19216648,0.20098789,0.252451,0.3274182,0.026976407
Gm30906,0.17196873,0.19704035,0.2629053,0.3382085,0.029877126
Ust,0.14539535,0.17960565,0.26785818,0.3968978,0.010243058
Sash1,0.37307116,0.172962,0.23399304,0.19065678,0.029317021
Stxbp5,0.14638552,0.23873621,0.2626228,0.3264552,0.025800228
Gm28905,0.073318854,0.25832015,0.29899853,0.36884525,0.0005172491
Rab32,0.5100566,0.11661426,0.17844401,0.17008974,0.024795353
Shprh,0.059119,0.14378595,0.368462,0.39832854,0.030304492
Fbxo30,0.17029572,0.22065829,0.2676427,0.33982876,0.0015745163
Epm2a,0.1029406,0.21824053,0.241673,0.4111214,0.02602446
Utrn,0.06735773,0.21485192,0.28475165,0.40841895,0.024619758
B230208H11Rik,0.05485749,0.17944628,0.33808213,0.42569423,0.0019198656
Stx11,0.45630634,0.17725697,0.16631523,0.1821858,0.017935753
Sf3b5,0.4550406,0.13615385,0.18752745,0.19890676,0.022371292
Plagl1,0.10008428,0.1489015,0.30744112,0.4037675,0.03980565
Ltv1,0.12009309,0.16390695,0.31982455,0.38504356,0.011131823
Phactr2,0.25564268,0.15903656,0.2430061,0.28513137,0.057183266
Fuca2,0.11081524,0.19754545,0.29702032,0.36208457,0.03253442
Pex3,0.3563588,0.17888172,0.20725994,0.24482979,0.012669742
Adat2,0.06557882,0.26246342,0.31125697,0.35468376,0.0060170293
Aig1,0.37097433,0.1383155,0.2036647,0.26886857,0.018176854
Hivep2,0.1830813,0.26247254,0.24579799,0.29854453,0.010103643
Vta1,0.3161111,0.15699781,0.21316954,0.25704274,0.056678772
Gm47761,0.15389872,0.18163691,0.27579635,0.3562642,0.032403827
Gm47769,0.5438554,0.14619951,0.13806443,0.16246168,0.009418905
Gm47770,0.20331985,0.20439398,0.25167885,0.32105723,0.019550085
Cited2,0.54483426,0.21039717,0.09265382,0.14037581,0.011738956
Txlnb,0.32406682,0.14830345,0.21098903,0.2751473,0.041493416
Heca,0.24941525,0.14334825,0.25449008,0.336165,0.016581416
Abracl,0.13612212,0.21366097,0.26819187,0.34380367,0.03822136
Reps1,0.10608213,0.19022143,0.28866807,0.39891,0.016118348
Ect2l,0.06659651,0.2358647,0.31815216,0.36417797,0.015208721
Ccdc28a,0.08413339,0.18515332,0.27774572,0.42266417,0.030303419
Gm10827,0.52621317,0.08799498,0.16707714,0.18417653,0.03453815
Hebp2,0.19962327,0.16784635,0.25800994,0.32862028,0.045900106
Arfgef3,0.13403897,0.23475365,0.2600497,0.3533218,0.017835855
Perp,0.30940562,0.1747631,0.1844182,0.26049748,0.07091558
Tnfaip3,0.06565378,0.21350189,0.31103095,0.38195774,0.027855635
Gm48545,0.48408034,0.14700417,0.18925115,0.14096418,0.038700223
Gm20139,0.8086267,0.09107613,0.045778956,0.040672008,0.013846219
Gm33104,0.1954755,0.17587598,0.27075517,0.31253418,0.045359135
Ifngr1,0.11739189,0.14339733,0.33206257,0.3955698,0.011578441
Il20ra,0.02642759,0.18281966,0.3164434,0.4601351,0.014174223
Gm33332,0.16850112,0.20527244,0.2554819,0.34355646,0.027188063
Slc35d3,0.59796613,0.1009986,0.0996872,0.14484881,0.056499243
Pex7,0.1870266,0.16380149,0.2555783,0.36232054,0.031273007
Map3k5,0.46128294,0.13227352,0.17572169,0.18868475,0.04203707
Map7,0.63262683,0.1269148,0.109758,0.10141791,0.02928245
4933406P04Rik,0.5096121,0.16035707,0.15612432,0.1460818,0.02782476
Bclaf1,0.15810908,0.21900234,0.29769626,0.32345778,0.0017345548
Mtfr2,0.10296592,0.20610857,0.28415617,0.38772383,0.019045472
Ahi1,0.37173262,0.17893864,0.18132104,0.25343025,0.014577448
Myb,0.38996804,0.19894187,0.19398417,0.20482737,0.012278557
Gm26577,0.15907566,0.1659864,0.29917172,0.35267708,0.02308917
Hbs1l,0.84264976,0.08274571,0.03473316,0.030726917,0.009144425
4930455C13Rik,0.14144269,0.19257157,0.29250085,0.37266314,0.00082176924
Aldh8a1,0.13083489,0.153831,0.28435525,0.4108304,0.020148516
1700021A07Rik,0.23463745,0.19567306,0.23519985,0.30646434,0.02802527
Sgk1,0.4285464,0.11628993,0.20356013,0.24275506,0.008848488
E030030I06Rik,0.14013574,0.20055236,0.2571567,0.37948424,0.022670925
H60b,0.11307975,0.18736808,0.30070397,0.38503444,0.013813734
Gm26740,0.10935089,0.20317991,0.31405917,0.35448512,0.018924832
Slc2a12,0.15692382,0.16441023,0.2947492,0.35814643,0.025770307
Tbpl1,0.2080863,0.21252386,0.2486523,0.30500323,0.025734305
Rps12,0.2642134,0.19647104,0.21148665,0.3016322,0.026196718
Stx7,0.078927875,0.21821761,0.2853192,0.3843889,0.03314638
Enpp1,0.09830027,0.19300808,0.31566304,0.37144214,0.021586478
Med23,0.14311652,0.2525275,0.26154098,0.3265189,0.016296148
